,name,relation,name2
3303,永康光大医疗美容医院（普通合伙）,pricelevel,中
3304,永康光大医疗美容医院（普通合伙）,hospitalkind,其他
3305,永康光大医疗美容医院（普通合伙）,hospitallevelname,医院
3306,永康光大医疗美容医院（普通合伙）,abbreviation,永康光大医疗美容医院
3307,永康光大医疗美容医院（普通合伙）,hospitalscale,其他
3308,永康光大医疗美容医院（普通合伙）,doctorstyle,其他
3309,永康光大医疗美容医院（普通合伙）,country,中国
3310,永康光大医疗美容医院（普通合伙）,area,华东
3311,永康光大医疗美容医院（普通合伙）,province,浙江
3312,永康光大医疗美容医院（普通合伙）,city,金华
3313,永康光大医疗美容医院（普通合伙）,city_level,二线
3314,永康光大医疗美容医院（普通合伙）,city_type,普通城市
3315,西安路海军整形美容医院,hospitallevel,医院
3316,西安路海军整形美容医院,pricelevel,中
3317,西安路海军整形美容医院,hospitalkind,其他
3318,西安路海军整形美容医院,hospitallevelname,医院
3319,西安路海军整形美容医院,abbreviation,西安路海军整形医院
3320,西安路海军整形美容医院,hospitalscale,其他
3321,西安路海军整形美容医院,doctorstyle,其他
3322,西安路海军整形美容医院,country,中国
3323,西安路海军整形美容医院,area,西北
3324,西安路海军整形美容医院,province,陕西
3325,西安路海军整形美容医院,city,西安
3326,西安路海军整形美容医院,city_level,新一线
3327,西安路海军整形美容医院,city_type,省会城市
3328,苏州美奥口腔门诊部,hospitallevel,诊所
3329,苏州美奥口腔门诊部,pricelevel,中
3330,苏州美奥口腔门诊部,hospitalkind,其他
3331,苏州美奥口腔门诊部,hospitallevelname,诊所
3332,苏州美奥口腔门诊部,abbreviation,苏州美奥口腔门诊部
3333,苏州美奥口腔门诊部,hospitalscale,其他
3334,苏州美奥口腔门诊部,doctorstyle,其他
3335,苏州美奥口腔门诊部,country,中国
3336,苏州美奥口腔门诊部,area,华东
3337,苏州美奥口腔门诊部,province,江苏
3338,苏州美奥口腔门诊部,city,苏州
3339,苏州美奥口腔门诊部,city_level,新一线
3340,苏州美奥口腔门诊部,city_type,普通城市
3341,广州美涵医学美容专科门诊部,hospitallevel,门诊部
3342,广州美涵医学美容专科门诊部,pricelevel,中
3343,广州美涵医学美容专科门诊部,hospitalkind,其他
3344,广州美涵医学美容专科门诊部,hospitallevelname,门诊部
3345,广州美涵医学美容专科门诊部,abbreviation,广州美涵整形医院
3346,广州美涵医学美容专科门诊部,hospitalscale,其他
3347,广州美涵医学美容专科门诊部,doctorstyle,其他
3348,广州美涵医学美容专科门诊部,country,中国
3349,广州美涵医学美容专科门诊部,area,华南
3350,广州美涵医学美容专科门诊部,province,广东
3351,广州美涵医学美容专科门诊部,city,广州
3352,广州美涵医学美容专科门诊部,city_level,一线
3353,广州美涵医学美容专科门诊部,city_type,省会城市
3354,湖南爱薇尔美容医疗有限公司,hospitallevel,门诊部
3355,湖南爱薇尔美容医疗有限公司,pricelevel,低
3356,湖南爱薇尔美容医疗有限公司,hospitalkind,其他
3357,湖南爱薇尔美容医疗有限公司,hospitallevelname,门诊部
3358,湖南爱薇尔美容医疗有限公司,abbreviation,爱薇尔医疗美容
3359,湖南爱薇尔美容医疗有限公司,hospitalscale,其他
3360,湖南爱薇尔美容医疗有限公司,doctorstyle,其他
3361,湖南爱薇尔美容医疗有限公司,country,中国
3362,湖南爱薇尔美容医疗有限公司,area,华中
3363,湖南爱薇尔美容医疗有限公司,province,湖南
3364,湖南爱薇尔美容医疗有限公司,city,长沙
3365,湖南爱薇尔美容医疗有限公司,city_level,新一线
3366,湖南爱薇尔美容医疗有限公司,city_type,省会城市
3367,天津缔美医疗美容,hospitallevel,诊所
3368,天津缔美医疗美容,pricelevel,中
3369,天津缔美医疗美容,hospitalkind,其他
3370,天津缔美医疗美容,hospitallevelname,诊所
3371,天津缔美医疗美容,abbreviation,天津缔美整形医院
3372,天津缔美医疗美容,hospitalscale,其他
3373,天津缔美医疗美容,doctorstyle,其他
3374,天津缔美医疗美容,country,中国
3375,天津缔美医疗美容,area,华北
3376,天津缔美医疗美容,province,天津
3377,天津缔美医疗美容,city,天津
3378,天津缔美医疗美容,city_level,新一线
3379,天津缔美医疗美容,city_type,直辖市
3380,山东现代医学研究院紫荆花医院,hospitallevel,医院
3381,山东现代医学研究院紫荆花医院,pricelevel,中
3382,山东现代医学研究院紫荆花医院,hospitalkind,其他
3383,山东现代医学研究院紫荆花医院,hospitallevelname,医院
3384,山东现代医学研究院紫荆花医院,abbreviation,济南紫荆花医院
3385,山东现代医学研究院紫荆花医院,hospitalscale,其他
3386,山东现代医学研究院紫荆花医院,doctorstyle,其他
3387,山东现代医学研究院紫荆花医院,country,中国
3388,山东现代医学研究院紫荆花医院,area,华东
3389,山东现代医学研究院紫荆花医院,province,山东
3390,山东现代医学研究院紫荆花医院,city,济南
3391,山东现代医学研究院紫荆花医院,city_level,二线
3392,山东现代医学研究院紫荆花医院,city_type,省会城市
3393,哈尔滨李奇医疗美容门诊部,hospitallevel,门诊部
3394,哈尔滨李奇医疗美容门诊部,pricelevel,中
3395,哈尔滨李奇医疗美容门诊部,hospitalkind,其他
3396,哈尔滨李奇医疗美容门诊部,hospitallevelname,门诊部
3397,哈尔滨李奇医疗美容门诊部,abbreviation,哈尔滨李奇整形医院
3398,哈尔滨李奇医疗美容门诊部,hospitalscale,其他
3399,哈尔滨李奇医疗美容门诊部,doctorstyle,其他
3400,哈尔滨李奇医疗美容门诊部,country,中国
3401,哈尔滨李奇医疗美容门诊部,area,东北
3402,哈尔滨李奇医疗美容门诊部,province,黑龙江
3403,哈尔滨李奇医疗美容门诊部,city,哈尔滨
3404,哈尔滨李奇医疗美容门诊部,city_level,二线
3405,哈尔滨李奇医疗美容门诊部,city_type,省会城市
3406,成都青羊嘉美医疗美容门诊部,hospitallevel,门诊部
3407,成都青羊嘉美医疗美容门诊部,pricelevel,中
3408,成都青羊嘉美医疗美容门诊部,hospitalkind,其他
3409,成都青羊嘉美医疗美容门诊部,hospitallevelname,门诊部
3410,成都青羊嘉美医疗美容门诊部,abbreviation,成都嘉美整形医院
3411,成都青羊嘉美医疗美容门诊部,hospitalscale,其他
3412,成都青羊嘉美医疗美容门诊部,doctorstyle,其他
3413,成都青羊嘉美医疗美容门诊部,country,中国
3414,成都青羊嘉美医疗美容门诊部,area,西南
3415,成都青羊嘉美医疗美容门诊部,province,四川
3416,成都青羊嘉美医疗美容门诊部,city,成都
3417,成都青羊嘉美医疗美容门诊部,city_level,新一线
3418,成都青羊嘉美医疗美容门诊部,city_type,省会城市
3419,郑州集美美容医院,hospitallevel,医院
3420,郑州集美美容医院,pricelevel,中
3421,郑州集美美容医院,hospitalkind,其他
3422,郑州集美美容医院,hospitallevelname,医院
3423,郑州集美美容医院,abbreviation,郑州集美整形医院
3424,郑州集美美容医院,hospitalscale,其他
3425,郑州集美美容医院,doctorstyle,其他
3426,郑州集美美容医院,country,中国
3427,郑州集美美容医院,area,华中
3428,郑州集美美容医院,province,河南
3429,郑州集美美容医院,city,郑州
3430,郑州集美美容医院,city_level,新一线
3431,郑州集美美容医院,city_type,省会城市
3432,天津惠泽医学美容中心,hospitallevel,医院
3433,天津惠泽医学美容中心,pricelevel,中
3434,天津惠泽医学美容中心,hospitalkind,其他
3435,天津惠泽医学美容中心,hospitallevelname,医院
3436,天津惠泽医学美容中心,abbreviation,天津惠泽医学美容中心
3437,天津惠泽医学美容中心,hospitalscale,其他
3438,天津惠泽医学美容中心,doctorstyle,其他
3439,天津惠泽医学美容中心,country,中国
3440,天津惠泽医学美容中心,area,华北
3441,天津惠泽医学美容中心,province,天津
3442,天津惠泽医学美容中心,city,天津
3443,天津惠泽医学美容中心,city_level,新一线
3444,天津惠泽医学美容中心,city_type,直辖市
3445,上海慕正医疗美容外科,hospitallevel,诊所
3446,上海慕正医疗美容外科,pricelevel,低
3447,上海慕正医疗美容外科,hospitalkind,其他
3448,上海慕正医疗美容外科,hospitallevelname,诊所
3449,上海慕正医疗美容外科,abbreviation,上海慕正整形医院
3450,上海慕正医疗美容外科,hospitalscale,其他
3451,上海慕正医疗美容外科,doctorstyle,其他
3452,上海慕正医疗美容外科,country,中国
3453,上海慕正医疗美容外科,area,华东
3454,上海慕正医疗美容外科,province,上海
3455,上海慕正医疗美容外科,city,上海
3456,上海慕正医疗美容外科,city_level,一线
3457,上海慕正医疗美容外科,city_type,直辖市
3458,深圳广和鼻祖,hospitallevel,诊所
3459,深圳广和鼻祖,pricelevel,低
3460,深圳广和鼻祖,hospitalkind,其他
3461,深圳广和鼻祖,hospitallevelname,诊所
3462,深圳广和鼻祖,abbreviation,深圳鼻祖
3463,深圳广和鼻祖,hospitalscale,其他
3464,深圳广和鼻祖,doctorstyle,其他
3465,深圳广和鼻祖,country,中国
3466,深圳广和鼻祖,area,华南
3467,深圳广和鼻祖,province,广东
3468,深圳广和鼻祖,city,深圳
3469,深圳广和鼻祖,city_level,一线
3470,深圳广和鼻祖,city_type,普通城市
3471,韩国原辰整形医院,hospitallevel,医院
3472,韩国原辰整形医院,pricelevel,中
3473,韩国原辰整形医院,hospitalkind,其他
3474,韩国原辰整形医院,hospitallevelname,医院
3475,韩国原辰整形医院,abbreviation,韩国原辰整形医院
3476,韩国原辰整形医院,hospitalscale,其他
3477,韩国原辰整形医院,doctorstyle,其他
3478,韩国原辰整形医院,country,中国
3479,韩国原辰整形医院,area,海外
3480,韩国原辰整形医院,province,韩国
3481,韩国原辰整形医院,city,韩国
3482,韩国原辰整形医院,city_level,海外
3483,韩国原辰整形医院,city_type,海外
3484,美呗好牙,hospitallevel,医院
3485,美呗好牙,pricelevel,低
3486,美呗好牙,hospitalkind,其他
3487,美呗好牙,hospitallevelname,医院
3488,美呗好牙,abbreviation,美呗好牙
3489,美呗好牙,hospitalscale,其他
3490,美呗好牙,doctorstyle,综合
3491,美呗好牙,country,中国
3492,美呗好牙,area,西南
3493,美呗好牙,province,四川
3494,美呗好牙,city,成都
3495,美呗好牙,city_level,新一线
3496,美呗好牙,city_type,省会城市
3497,成都温江艺桥医学美容有限公司,hospitallevel,诊所
3498,成都温江艺桥医学美容有限公司,pricelevel,中
3499,成都温江艺桥医学美容有限公司,hospitalkind,其他
3500,成都温江艺桥医学美容有限公司,hospitallevelname,诊所
3501,成都温江艺桥医学美容有限公司,abbreviation,温江艺桥医学美容
3502,成都温江艺桥医学美容有限公司,hospitalscale,其他
3503,成都温江艺桥医学美容有限公司,doctorstyle,其他
3504,成都温江艺桥医学美容有限公司,country,中国
3505,成都温江艺桥医学美容有限公司,area,西南
3506,成都温江艺桥医学美容有限公司,province,四川
3507,成都温江艺桥医学美容有限公司,city,成都
3508,成都温江艺桥医学美容有限公司,city_level,新一线
3509,成都温江艺桥医学美容有限公司,city_type,省会城市
3510,濮阳张予川医学美容中心,hospitallevel,诊所
3511,濮阳张予川医学美容中心,pricelevel,中
3512,濮阳张予川医学美容中心,hospitalkind,其他
3513,濮阳张予川医学美容中心,hospitallevelname,诊所
3514,濮阳张予川医学美容中心,abbreviation,濮阳张予川整形医院
3515,濮阳张予川医学美容中心,hospitalscale,其他
3516,濮阳张予川医学美容中心,doctorstyle,其他
3517,濮阳张予川医学美容中心,country,中国
3518,濮阳张予川医学美容中心,area,华中
3519,濮阳张予川医学美容中心,province,河南
3520,濮阳张予川医学美容中心,city,濮阳
3521,濮阳张予川医学美容中心,city_level,五线
3522,濮阳张予川医学美容中心,city_type,普通城市
3523,河南省直第三人民医院整形美容中心,hospitallevel,门诊部
3524,河南省直第三人民医院整形美容中心,pricelevel,中
3525,河南省直第三人民医院整形美容中心,hospitalkind,其他
3526,河南省直第三人民医院整形美容中心,hospitallevelname,门诊部
3527,河南省直第三人民医院整形美容中心,abbreviation,河南省直第三人民医院整形美容中心
3528,河南省直第三人民医院整形美容中心,hospitalscale,其他
3529,河南省直第三人民医院整形美容中心,doctorstyle,其他
3530,河南省直第三人民医院整形美容中心,country,中国
3531,河南省直第三人民医院整形美容中心,area,华中
3532,河南省直第三人民医院整形美容中心,province,河南
3533,河南省直第三人民医院整形美容中心,city,郑州
3534,河南省直第三人民医院整形美容中心,city_level,新一线
3535,河南省直第三人民医院整形美容中心,city_type,省会城市
3536,重庆市急救医疗中心整形外科,hospitallevel,门诊部
3537,重庆市急救医疗中心整形外科,pricelevel,中
3538,重庆市急救医疗中心整形外科,hospitalkind,其他
3539,重庆市急救医疗中心整形外科,hospitallevelname,门诊部
3540,重庆市急救医疗中心整形外科,abbreviation,重庆市急救医疗中心整形科
3541,重庆市急救医疗中心整形外科,hospitalscale,其他
3542,重庆市急救医疗中心整形外科,doctorstyle,其他
3543,重庆市急救医疗中心整形外科,country,中国
3544,重庆市急救医疗中心整形外科,area,西南
3545,重庆市急救医疗中心整形外科,province,重庆
3546,重庆市急救医疗中心整形外科,city,nan
3547,重庆市急救医疗中心整形外科,city_level,nan
3548,重庆市急救医疗中心整形外科,city_type,nan
3549,杭州静丽整形医院,hospitallevel,诊所
3550,杭州静丽整形医院,pricelevel,中
3551,杭州静丽整形医院,hospitalkind,其他
3552,杭州静丽整形医院,hospitallevelname,诊所
3553,杭州静丽整形医院,abbreviation,杭州静丽整形医院
3554,杭州静丽整形医院,hospitalscale,其他
3555,杭州静丽整形医院,doctorstyle,其他
3556,杭州静丽整形医院,country,中国
3557,杭州静丽整形医院,area,华东
3558,杭州静丽整形医院,province,浙江
3559,杭州静丽整形医院,city,杭州
3560,杭州静丽整形医院,city_level,新一线
3561,杭州静丽整形医院,city_type,省会城市
3562,成都高新心悦容医疗美容门诊部有限公司,hospitallevel,门诊部
3563,成都高新心悦容医疗美容门诊部有限公司,pricelevel,低
3564,成都高新心悦容医疗美容门诊部有限公司,hospitalkind,其他
3565,成都高新心悦容医疗美容门诊部有限公司,hospitallevelname,门诊部
3566,成都高新心悦容医疗美容门诊部有限公司,abbreviation,成都心悦容医疗美容
3567,成都高新心悦容医疗美容门诊部有限公司,hospitalscale,其他
3568,成都高新心悦容医疗美容门诊部有限公司,doctorstyle,综合
3569,成都高新心悦容医疗美容门诊部有限公司,country,中国
3570,成都高新心悦容医疗美容门诊部有限公司,area,西南
3571,成都高新心悦容医疗美容门诊部有限公司,province,四川
3572,成都高新心悦容医疗美容门诊部有限公司,city,成都
3573,成都高新心悦容医疗美容门诊部有限公司,city_level,新一线
3574,成都高新心悦容医疗美容门诊部有限公司,city_type,省会城市
3575,北京澳保加医疗美容诊所,hospitallevel,诊所
3576,北京澳保加医疗美容诊所,pricelevel,中
3577,北京澳保加医疗美容诊所,hospitalkind,其他
3578,北京澳保加医疗美容诊所,hospitallevelname,诊所
3579,北京澳保加医疗美容诊所,abbreviation,北京澳保加医疗美容诊所
3580,北京澳保加医疗美容诊所,hospitalscale,其他
3581,北京澳保加医疗美容诊所,doctorstyle,其他
3582,北京澳保加医疗美容诊所,country,中国
3583,北京澳保加医疗美容诊所,area,华北
3584,北京澳保加医疗美容诊所,province,北京
3585,北京澳保加医疗美容诊所,city,北京
3586,北京澳保加医疗美容诊所,city_level,一线
3587,北京澳保加医疗美容诊所,city_type,直辖市
3588,郑州虎珂整形医院,hospitallevel,门诊部
3589,郑州虎珂整形医院,pricelevel,中
3590,郑州虎珂整形医院,hospitalkind,其他
3591,郑州虎珂整形医院,hospitallevelname,门诊部
3592,郑州虎珂整形医院,abbreviation,郑州虎珂整形医院
3593,郑州虎珂整形医院,hospitalscale,其他
3594,郑州虎珂整形医院,doctorstyle,其他
3595,郑州虎珂整形医院,country,中国
3596,郑州虎珂整形医院,area,华中
3597,郑州虎珂整形医院,province,河南
3598,郑州虎珂整形医院,city,郑州
3599,郑州虎珂整形医院,city_level,新一线
3600,郑州虎珂整形医院,city_type,省会城市
3601,洛阳市西工区毛大夫医疗美容门诊部,hospitallevel,门诊部
3602,洛阳市西工区毛大夫医疗美容门诊部,pricelevel,中
3603,洛阳市西工区毛大夫医疗美容门诊部,hospitalkind,其他
3604,洛阳市西工区毛大夫医疗美容门诊部,hospitallevelname,门诊部
3605,洛阳市西工区毛大夫医疗美容门诊部,abbreviation,洛阳毛大夫医疗美容门诊部
3606,洛阳市西工区毛大夫医疗美容门诊部,hospitalscale,其他
3607,洛阳市西工区毛大夫医疗美容门诊部,doctorstyle,其他
3608,洛阳市西工区毛大夫医疗美容门诊部,country,中国
3609,洛阳市西工区毛大夫医疗美容门诊部,area,华中
3610,洛阳市西工区毛大夫医疗美容门诊部,province,河南
3611,洛阳市西工区毛大夫医疗美容门诊部,city,洛阳
3612,洛阳市西工区毛大夫医疗美容门诊部,city_level,三线
3613,洛阳市西工区毛大夫医疗美容门诊部,city_type,普通城市
3614,河南大学第一附属医院整形美容科,hospitallevel,门诊部
3615,河南大学第一附属医院整形美容科,pricelevel,中
3616,河南大学第一附属医院整形美容科,hospitalkind,其他
3617,河南大学第一附属医院整形美容科,hospitallevelname,门诊部
3618,河南大学第一附属医院整形美容科,abbreviation,河南大学第一附属医院整形科
3619,河南大学第一附属医院整形美容科,hospitalscale,其他
3620,河南大学第一附属医院整形美容科,doctorstyle,其他
3621,河南大学第一附属医院整形美容科,country,中国
3622,河南大学第一附属医院整形美容科,area,华中
3623,河南大学第一附属医院整形美容科,province,河南
3624,河南大学第一附属医院整形美容科,city,开封
3625,河南大学第一附属医院整形美容科,city_level,四线
3626,河南大学第一附属医院整形美容科,city_type,普通城市
3627,湛江市玛丽亚整形美容诊所有限公司,hospitallevel,诊所
3628,湛江市玛丽亚整形美容诊所有限公司,pricelevel,中
3629,湛江市玛丽亚整形美容诊所有限公司,hospitalkind,其他
3630,湛江市玛丽亚整形美容诊所有限公司,hospitallevelname,诊所
3631,湛江市玛丽亚整形美容诊所有限公司,abbreviation,湛江梧阔玛丽亚医学美容诊所
3632,湛江市玛丽亚整形美容诊所有限公司,hospitalscale,其他
3633,湛江市玛丽亚整形美容诊所有限公司,doctorstyle,其他
3634,湛江市玛丽亚整形美容诊所有限公司,country,中国
3635,湛江市玛丽亚整形美容诊所有限公司,area,华南
3636,湛江市玛丽亚整形美容诊所有限公司,province,广东
3637,湛江市玛丽亚整形美容诊所有限公司,city,湛江
3638,湛江市玛丽亚整形美容诊所有限公司,city_level,三线
3639,湛江市玛丽亚整形美容诊所有限公司,city_type,普通城市
3640,武汉至尚贝蓓综合门诊部有限公司,hospitallevel,门诊部
3641,武汉至尚贝蓓综合门诊部有限公司,pricelevel,中
3642,武汉至尚贝蓓综合门诊部有限公司,hospitalkind,其他
3643,武汉至尚贝蓓综合门诊部有限公司,hospitallevelname,门诊部
3644,武汉至尚贝蓓综合门诊部有限公司,abbreviation,武汉至尚贝蓓综合门诊部
3645,武汉至尚贝蓓综合门诊部有限公司,hospitalscale,其他
3646,武汉至尚贝蓓综合门诊部有限公司,doctorstyle,其他
3647,武汉至尚贝蓓综合门诊部有限公司,country,中国
3648,武汉至尚贝蓓综合门诊部有限公司,area,华中
3649,武汉至尚贝蓓综合门诊部有限公司,province,湖北
3650,武汉至尚贝蓓综合门诊部有限公司,city,武汉
3651,武汉至尚贝蓓综合门诊部有限公司,city_level,新一线
3652,武汉至尚贝蓓综合门诊部有限公司,city_type,省会城市
3653,青岛华韩整形美容医院有限公司,hospitallevel,医院
3654,青岛华韩整形美容医院有限公司,pricelevel,中
3655,青岛华韩整形美容医院有限公司,hospitalkind,其他
3656,青岛华韩整形美容医院有限公司,hospitallevelname,医院
3657,青岛华韩整形美容医院有限公司,abbreviation,青岛华韩整形美容医院
3658,青岛华韩整形美容医院有限公司,hospitalscale,其他
3659,青岛华韩整形美容医院有限公司,doctorstyle,其他
3660,青岛华韩整形美容医院有限公司,country,中国
3661,青岛华韩整形美容医院有限公司,area,华东
3662,青岛华韩整形美容医院有限公司,province,山东
3663,青岛华韩整形美容医院有限公司,city,青岛
3664,青岛华韩整形美容医院有限公司,city_level,新一线
3665,青岛华韩整形美容医院有限公司,city_type,普通城市
3666,茂名致美口腔医院有限公司,hospitallevel,医院
3667,茂名致美口腔医院有限公司,pricelevel,低
3668,茂名致美口腔医院有限公司,hospitalkind,其他
3669,茂名致美口腔医院有限公司,hospitallevelname,医院
3670,茂名致美口腔医院有限公司,abbreviation,茂名致美口腔医院
3671,茂名致美口腔医院有限公司,hospitalscale,其他
3672,茂名致美口腔医院有限公司,doctorstyle,其他
3673,茂名致美口腔医院有限公司,country,中国
3674,茂名致美口腔医院有限公司,area,华南
3675,茂名致美口腔医院有限公司,province,广东
3676,茂名致美口腔医院有限公司,city,茂名
3677,茂名致美口腔医院有限公司,city_level,四线
3678,茂名致美口腔医院有限公司,city_type,普通城市
3679,福州市第八医院整形美容科,hospitallevel,医院
3680,福州市第八医院整形美容科,pricelevel,中
3681,福州市第八医院整形美容科,hospitalkind,其他
3682,福州市第八医院整形美容科,hospitallevelname,医院
3683,福州市第八医院整形美容科,abbreviation,福州第八医院整形科
3684,福州市第八医院整形美容科,hospitalscale,其他
3685,福州市第八医院整形美容科,doctorstyle,其他
3686,福州市第八医院整形美容科,country,中国
3687,福州市第八医院整形美容科,area,华东
3688,福州市第八医院整形美容科,province,福建
3689,福州市第八医院整形美容科,city,福州
3690,福州市第八医院整形美容科,city_level,二线
3691,福州市第八医院整形美容科,city_type,省会城市
3692,常德德美医疗美容门诊部,hospitallevel,门诊部
3693,常德德美医疗美容门诊部,pricelevel,中
3694,常德德美医疗美容门诊部,hospitalkind,其他
3695,常德德美医疗美容门诊部,hospitallevelname,门诊部
3696,常德德美医疗美容门诊部,abbreviation,常德德美医疗美容门诊部
3697,常德德美医疗美容门诊部,hospitalscale,其他
3698,常德德美医疗美容门诊部,doctorstyle,其他
3699,常德德美医疗美容门诊部,country,中国
3700,常德德美医疗美容门诊部,area,华中
3701,常德德美医疗美容门诊部,province,湖南
3702,常德德美医疗美容门诊部,city,常德
3703,常德德美医疗美容门诊部,city_level,四线
3704,常德德美医疗美容门诊部,city_type,普通城市
3705,武汉协和医院整形美容中心,hospitallevel,医院
3706,武汉协和医院整形美容中心,pricelevel,低
3707,武汉协和医院整形美容中心,hospitalkind,其他
3708,武汉协和医院整形美容中心,hospitallevelname,医院
3709,武汉协和医院整形美容中心,abbreviation,武汉协和医院整形美容中心
3710,武汉协和医院整形美容中心,hospitalscale,其他
3711,武汉协和医院整形美容中心,doctorstyle,其他
3712,武汉协和医院整形美容中心,country,中国
3713,武汉协和医院整形美容中心,area,华中
3714,武汉协和医院整形美容中心,province,湖北
3715,武汉协和医院整形美容中心,city,武汉
3716,武汉协和医院整形美容中心,city_level,新一线
3717,武汉协和医院整形美容中心,city_type,省会城市
3718,东莞莞城美利汇峰口腔门诊部有限公司,hospitallevel,门诊部
3719,东莞莞城美利汇峰口腔门诊部有限公司,pricelevel,低
3720,东莞莞城美利汇峰口腔门诊部有限公司,hospitalkind,其他
3721,东莞莞城美利汇峰口腔门诊部有限公司,hospitallevelname,门诊部
3722,东莞莞城美利汇峰口腔门诊部有限公司,abbreviation,东莞莞城美利汇峰口腔门诊部
3723,东莞莞城美利汇峰口腔门诊部有限公司,hospitalscale,其他
3724,东莞莞城美利汇峰口腔门诊部有限公司,doctorstyle,其他
3725,东莞莞城美利汇峰口腔门诊部有限公司,country,中国
3726,东莞莞城美利汇峰口腔门诊部有限公司,area,华南
3727,东莞莞城美利汇峰口腔门诊部有限公司,province,广东
3728,东莞莞城美利汇峰口腔门诊部有限公司,city,东莞
3729,东莞莞城美利汇峰口腔门诊部有限公司,city_level,新一线
3730,东莞莞城美利汇峰口腔门诊部有限公司,city_type,普通城市
3731,湖南韩美医疗美容门诊部有限公司,hospitallevel,诊所
3732,湖南韩美医疗美容门诊部有限公司,pricelevel,低
3733,湖南韩美医疗美容门诊部有限公司,hospitalkind,其他
3734,湖南韩美医疗美容门诊部有限公司,hospitallevelname,诊所
3735,湖南韩美医疗美容门诊部有限公司,abbreviation,湖南韩美医疗美容
3736,湖南韩美医疗美容门诊部有限公司,hospitalscale,其他
3737,湖南韩美医疗美容门诊部有限公司,doctorstyle,其他
3738,湖南韩美医疗美容门诊部有限公司,country,中国
3739,湖南韩美医疗美容门诊部有限公司,area,华中
3740,湖南韩美医疗美容门诊部有限公司,province,湖南
3741,湖南韩美医疗美容门诊部有限公司,city,长沙
3742,湖南韩美医疗美容门诊部有限公司,city_level,新一线
3743,湖南韩美医疗美容门诊部有限公司,city_type,省会城市
3744,上海攸维医疗美容诊所有限公司,hospitallevel,0
3745,上海攸维医疗美容诊所有限公司,pricelevel,低
3746,上海攸维医疗美容诊所有限公司,hospitalkind,其他
3747,上海攸维医疗美容诊所有限公司,hospitallevelname,nan
3748,上海攸维医疗美容诊所有限公司,abbreviation,上海攸维医美
3749,上海攸维医疗美容诊所有限公司,hospitalscale,其他
3750,上海攸维医疗美容诊所有限公司,doctorstyle,其他
3751,上海攸维医疗美容诊所有限公司,country,中国
3752,上海攸维医疗美容诊所有限公司,area,华东
3753,上海攸维医疗美容诊所有限公司,province,上海
3754,上海攸维医疗美容诊所有限公司,city,上海
3755,上海攸维医疗美容诊所有限公司,city_level,一线
3756,上海攸维医疗美容诊所有限公司,city_type,直辖市
3757,杭州静港医疗美容诊所有限公司,hospitallevel,诊所
3758,杭州静港医疗美容诊所有限公司,pricelevel,中
3759,杭州静港医疗美容诊所有限公司,hospitalkind,其他
3760,杭州静港医疗美容诊所有限公司,hospitallevelname,诊所
3761,杭州静港医疗美容诊所有限公司,abbreviation,杭州静港医疗美容诊所
3762,杭州静港医疗美容诊所有限公司,hospitalscale,其他
3763,杭州静港医疗美容诊所有限公司,doctorstyle,其他
3764,杭州静港医疗美容诊所有限公司,country,中国
3765,杭州静港医疗美容诊所有限公司,area,华东
3766,杭州静港医疗美容诊所有限公司,province,浙江
3767,杭州静港医疗美容诊所有限公司,city,杭州
3768,杭州静港医疗美容诊所有限公司,city_level,新一线
3769,杭州静港医疗美容诊所有限公司,city_type,省会城市
3770,辽阳市中心医院烧伤整形软伤感染外科,hospitallevel,门诊部
3771,辽阳市中心医院烧伤整形软伤感染外科,pricelevel,中
3772,辽阳市中心医院烧伤整形软伤感染外科,hospitalkind,其他
3773,辽阳市中心医院烧伤整形软伤感染外科,hospitallevelname,门诊部
3774,辽阳市中心医院烧伤整形软伤感染外科,abbreviation,辽阳市中心医院美容科
3775,辽阳市中心医院烧伤整形软伤感染外科,hospitalscale,其他
3776,辽阳市中心医院烧伤整形软伤感染外科,doctorstyle,其他
3777,辽阳市中心医院烧伤整形软伤感染外科,country,中国
3778,辽阳市中心医院烧伤整形软伤感染外科,area,东北
3779,辽阳市中心医院烧伤整形软伤感染外科,province,辽宁
3780,辽阳市中心医院烧伤整形软伤感染外科,city,辽阳
3781,辽阳市中心医院烧伤整形软伤感染外科,city_level,五线
3782,辽阳市中心医院烧伤整形软伤感染外科,city_type,普通城市
3783,湖州唯美医疗美容门诊部有限公司,hospitallevel,诊所
3784,湖州唯美医疗美容门诊部有限公司,pricelevel,低
3785,湖州唯美医疗美容门诊部有限公司,hospitalkind,其他
3786,湖州唯美医疗美容门诊部有限公司,hospitallevelname,诊所
3787,湖州唯美医疗美容门诊部有限公司,abbreviation,湖州唯美医疗美容门诊部
3788,湖州唯美医疗美容门诊部有限公司,hospitalscale,其他
3789,湖州唯美医疗美容门诊部有限公司,doctorstyle,其他
3790,湖州唯美医疗美容门诊部有限公司,country,中国
3791,湖州唯美医疗美容门诊部有限公司,area,华东
3792,湖州唯美医疗美容门诊部有限公司,province,浙江
3793,湖州唯美医疗美容门诊部有限公司,city,湖州
3794,湖州唯美医疗美容门诊部有限公司,city_level,三线
3795,湖州唯美医疗美容门诊部有限公司,city_type,普通城市
3796,滨州沾化县人民医院整形美容科,hospitallevel,门诊部
3797,滨州沾化县人民医院整形美容科,pricelevel,中
3798,滨州沾化县人民医院整形美容科,hospitalkind,其他
