,name,relation,name2
1879,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼,下睑皮肤松弛,上睑下垂,上睑脂肪肥厚,眼袋",technicalmean,nan
1880,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼,下睑皮肤松弛,上睑下垂,上睑脂肪肥厚,眼袋",therapeutics,nan
1881,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼,下睑皮肤松弛,上睑下垂,上睑脂肪肥厚,眼袋",treatmentway,nan
1882,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼,下睑皮肤松弛,上睑下垂,上睑脂肪肥厚,眼袋",painperception,中度疼痛
1883,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼,下睑皮肤松弛,上睑下垂,上睑脂肪肥厚,眼袋",typeandcrowd,nan
1884,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼,下睑皮肤松弛,上睑下垂,上睑脂肪肥厚,眼袋",Keywords,"眼部多项整形,综合美眼术,眼部综合整形手术"
1885,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼,下睑皮肤松弛,上睑下垂,上睑脂肪肥厚,眼袋",Features,综合改善眼部不足，实现眼裂增大，消除眶隔脂肪明显等问题
1886,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼,下睑皮肤松弛,上睑下垂,上睑脂肪肥厚,眼袋",DegreeLevel,5
1887,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼,下睑皮肤松弛,上睑下垂,上睑脂肪肥厚,眼袋",SafeLevel,4
1888,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼,下睑皮肤松弛,上睑下垂,上睑脂肪肥厚,眼袋",ComplexLevel,4
1889,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼,下睑皮肤松弛,上睑下垂,上睑脂肪肥厚,眼袋",TreatmentCycle,1次
1890,"眼皮整形失败,双眼皮过宽,双眼皮不对称",aestheticstandard,nan
1891,"眼皮整形失败,双眼皮过宽,双眼皮不对称",applypeople,nan
1892,"眼皮整形失败,双眼皮过宽,双眼皮不对称",lengthofstay,nan
1893,"眼皮整形失败,双眼皮过宽,双眼皮不对称",methods,nan
1894,"眼皮整形失败,双眼皮过宽,双眼皮不对称",name,眼部修复
1895,"眼皮整形失败,双眼皮过宽,双眼皮不对称",Narcosis,局麻
1896,"眼皮整形失败,双眼皮过宽,双眼皮不对称",Notice,nan
1897,"眼皮整形失败,双眼皮过宽,双眼皮不对称",operationadvantage,有效改善不理想的双眼皮外观形态，使其更自然、美观。
1898,"眼皮整形失败,双眼皮过宽,双眼皮不对称",operationcourse,nan
1899,"眼皮整形失败,双眼皮过宽,双眼皮不对称",operationdefect,1、眼部修复为二次修复手术，手术难度较大，对医生技术的要求高；2、二次手术恢复周期相较于初次会偏慢一些。
1900,"眼皮整形失败,双眼皮过宽,双眼皮不对称",operationrisk,nan
1901,"眼皮整形失败,双眼皮过宽,双眼皮不对称",operationstandard,重塑美眼
1902,"眼皮整形失败,双眼皮过宽,双眼皮不对称",Population,"1、对双眼皮手术效果不满意、手术失败者；
2、全切双眼皮手术后，上眼睑部分有明显疤痕或肉条感者；
3、双眼皮过宽、过窄、过长、过短、双侧不对称者；
4、三眼皮或眼皮外形不佳者；
5、睁眼乏力、眼睑凹陷者。"
1903,"眼皮整形失败,双眼皮过宽,双眼皮不对称",preparation,1、女性要避开生理期、妊娠期，以及哺乳期；2、术前保持面部清洁，不要化妆；3、有心脏病，糖尿病，高血压等疾病患者需要在术前控制好后，才可进行；4、严重疤痕体质，或眼部有炎症者不可进行手术；5、手术前两周内，请勿服用含有阿司匹林的药物，因为阿司匹林会使得血小板凝固的功能降低；6、术前一周需要禁烟，术前三天禁酒；7、术前和手术医生沟通好术后效果。
1904,"眼皮整形失败,双眼皮过宽,双眼皮不对称",price,12000-20000元
1905,"眼皮整形失败,双眼皮过宽,双眼皮不对称",recoveries,3-6个月
1906,"眼皮整形失败,双眼皮过宽,双眼皮不对称",recoverytips,nan
1907,"眼皮整形失败,双眼皮过宽,双眼皮不对称",shortdescription,眼部修复手术，是指针对初次双眼皮手术后没有达到理想效果，或术后形态不佳而进行手术治疗；这种手术一般适合双眼皮过宽、双眼皮两侧形态不对称、多眼皮、三角眼等情况、
1908,"眼皮整形失败,双眼皮过宽,双眼皮不对称",stitches,nan
1909,"眼皮整形失败,双眼皮过宽,双眼皮不对称",surgicalcomplications,nan
1910,"眼皮整形失败,双眼皮过宽,双眼皮不对称",surgicalmaterials,nan
1911,"眼皮整形失败,双眼皮过宽,双眼皮不对称",surgicalsite,nan
1912,"眼皮整形失败,双眼皮过宽,双眼皮不对称",swellingtime,nan
1913,"眼皮整形失败,双眼皮过宽,双眼皮不对称",taboocrowd,1、先天性弱视，内眼或外眼，眼周有急、慢性感染疾患尚未被控制和自愈者；2、因其他原因导致眼球过突，过凹或眼睑退缩、上睑下垂者。3、心、肝、肾脏等重要脏器病变，或者有高血压、糖尿病等慢性病患者；4、严重瘢痕体质，或凝血机制异常者；5、面瘫睑裂闭合不全者；6、生理期、妊娠期或哺乳期女性。
1914,"眼皮整形失败,双眼皮过宽,双眼皮不对称",technicalmean,nan
1915,"眼皮整形失败,双眼皮过宽,双眼皮不对称",therapeutics,nan
1916,"眼皮整形失败,双眼皮过宽,双眼皮不对称",treatmentway,nan
1917,"眼皮整形失败,双眼皮过宽,双眼皮不对称",painperception,中度疼痛
1918,"眼皮整形失败,双眼皮过宽,双眼皮不对称",typeandcrowd,nan
1919,"眼皮整形失败,双眼皮过宽,双眼皮不对称",Keywords,"眼部失败修复,重睑修复,双眼皮失败修复,双眼皮修复,修复双眼皮,眼睛修复"
1920,"眼皮整形失败,双眼皮过宽,双眼皮不对称",Features,修复前次双眼皮导致的形态不佳、效果不满意等问题，使双眼皮外观更自然。
1921,"眼皮整形失败,双眼皮过宽,双眼皮不对称",DegreeLevel,5
1922,"眼皮整形失败,双眼皮过宽,双眼皮不对称",SafeLevel,4
1923,"眼皮整形失败,双眼皮过宽,双眼皮不对称",ComplexLevel,3
1924,"眼皮整形失败,双眼皮过宽,双眼皮不对称",TreatmentCycle,1次
1925,"胸部整形失败,乳房假体老化,乳房假体破裂",aestheticstandard,nan
1926,"胸部整形失败,乳房假体老化,乳房假体破裂",applypeople,nan
1927,"胸部整形失败,乳房假体老化,乳房假体破裂",lengthofstay,nan
1928,"胸部整形失败,乳房假体老化,乳房假体破裂",methods,nan
1929,"胸部整形失败,乳房假体老化,乳房假体破裂",name,胸部假体取出
1930,"胸部整形失败,乳房假体老化,乳房假体破裂",Narcosis,全麻/睡眠
1931,"胸部整形失败,乳房假体老化,乳房假体破裂",Notice,nan
1932,"胸部整形失败,乳房假体老化,乳房假体破裂",operationadvantage,1、恢复胸部的形态，防止假体引起的病变；2、可以选择再次假体植入或者自体脂肪隆胸等手术，进行胸部重塑，以恢复更适合、更美的胸部形态；3、可以在原切口进行胸部假体取出，避免了新的创口产生；4、可缓解个人的心理和生理上的困扰。
1933,"胸部整形失败,乳房假体老化,乳房假体破裂",operationcourse,nan
1934,"胸部整形失败,乳房假体老化,乳房假体破裂",operationdefect,1、手术操作相对复杂，对医生要求较高；2、术后可能会出现乳房干瘪、松弛、变形等症状，需等待半年左右才可恢复正常。
1935,"胸部整形失败,乳房假体老化,乳房假体破裂",operationrisk,nan
1936,"胸部整形失败,乳房假体老化,乳房假体破裂",operationstandard,"胸部修复,胸部失败修复"
1937,"胸部整形失败,乳房假体老化,乳房假体破裂",Population,"1、假体植入后出现感染无法控制者；
2、对假体出现排异反应者；
3、假体老化，需要更换假体或有其他严重并发症者；
4、包膜挛缩严重导致各种不适症状，如局部疼痛、发硬、变形、全身不适等；
5、植入假体后，心理压力过重，担心假体对身体影响者。"
1938,"胸部整形失败,乳房假体老化,乳房假体破裂",preparation,1、进行手术前2周需避免使用类固醇激素及阿司匹林等抗血小板凝集药物，2、术前确定身体健康，进行术前常规检查，对局部进行测量分析。3、高血压、糖尿病的患者，应在初诊时告知医生，以便确认手术方案。4、手术需避开生理期、妊娠期，以及哺乳期。5、如果对麻醉药品有过敏情况，术前需和医生沟通。6、术前一周禁止吸烟，因为尼古丁不利于术后伤口的恢复。7、术前进行身体清洁，术前一天进行沐浴;8、如采用全麻或者复合麻醉，术前8个小时禁食禁水。
1939,"胸部整形失败,乳房假体老化,乳房假体破裂",price,20000-100000元
1940,"胸部整形失败,乳房假体老化,乳房假体破裂",recoveries,3-6个月
1941,"胸部整形失败,乳房假体老化,乳房假体破裂",recoverytips,nan
1942,"胸部整形失败,乳房假体老化,乳房假体破裂",shortdescription,隆胸假体取出是指在进行假体隆胸后，因选用假体质量不佳或医生技术不当，随着时间推移，导致假体在体内出现了渗漏、老化、破损等问题，需再次通过手术将假体取出，从而改善胸部形态的不自然或不适。
1943,"胸部整形失败,乳房假体老化,乳房假体破裂",stitches,nan
1944,"胸部整形失败,乳房假体老化,乳房假体破裂",surgicalcomplications,nan
1945,"胸部整形失败,乳房假体老化,乳房假体破裂",surgicalmaterials,nan
1946,"胸部整形失败,乳房假体老化,乳房假体破裂",surgicalsite,nan
1947,"胸部整形失败,乳房假体老化,乳房假体破裂",swellingtime,nan
1948,"胸部整形失败,乳房假体老化,乳房假体破裂",taboocrowd,1、心、肺、肝、肾等重要脏器功能减退，患有高血压、糖尿病等慢性疾病者;2、生理期、妊娠期或哺乳期女性；3、乳房局部皮肤有感染病灶或疤痕体质者;4、乳房部位有炎症或手术切口附近存在炎症者；5、利多卡因过敏或麻醉药物代谢障碍人。
1949,"胸部整形失败,乳房假体老化,乳房假体破裂",technicalmean,nan
1950,"胸部整形失败,乳房假体老化,乳房假体破裂",therapeutics,nan
1951,"胸部整形失败,乳房假体老化,乳房假体破裂",treatmentway,nan
1952,"胸部整形失败,乳房假体老化,乳房假体破裂",painperception,轻度疼痛
1953,"胸部整形失败,乳房假体老化,乳房假体破裂",typeandcrowd,nan
1954,"胸部整形失败,乳房假体老化,乳房假体破裂",Keywords,"胸部假体取出,胸假体取出,乳房假体取出"
1955,"胸部整形失败,乳房假体老化,乳房假体破裂",Features,比起注射隆胸的注射物取出相对容易许多，还能有效防止假体病变。
1956,"胸部整形失败,乳房假体老化,乳房假体破裂",DegreeLevel,3
1957,"胸部整形失败,乳房假体老化,乳房假体破裂",SafeLevel,3
1958,"胸部整形失败,乳房假体老化,乳房假体破裂",ComplexLevel,3
1959,"胸部整形失败,乳房假体老化,乳房假体破裂",TreatmentCycle,1次
1960,"胸部整形失败,乳房假体老化,乳房假体破裂",aestheticstandard,nan
1961,"胸部整形失败,乳房假体老化,乳房假体破裂",applypeople,nan
1962,"胸部整形失败,乳房假体老化,乳房假体破裂",lengthofstay,nan
1963,"胸部整形失败,乳房假体老化,乳房假体破裂",methods,nan
1964,"胸部整形失败,乳房假体老化,乳房假体破裂",name,隆胸修复术
1965,"胸部整形失败,乳房假体老化,乳房假体破裂",Narcosis,全麻/睡眠
1966,"胸部整形失败,乳房假体老化,乳房假体破裂",Notice,nan
1967,"胸部整形失败,乳房假体老化,乳房假体破裂",operationadvantage,1、假体隆胸失败者，表现为包膜挛缩、位置不对称、假体破裂；2、隆胸后胸部大小不一；3、乳房假体老化，需更换者；4、 自体脂肪隆胸失败者，奥美定隆胸者；5、由于创伤或药物造成的乳房缺失或者是乳腺完全萎缩者。
1968,"胸部整形失败,乳房假体老化,乳房假体破裂",operationcourse,nan
1969,"胸部整形失败,乳房假体老化,乳房假体破裂",operationdefect,1、手术操作相对复杂，对医生要求较高；2、术后可需等待半年左右才可恢复正常。
1970,"胸部整形失败,乳房假体老化,乳房假体破裂",operationrisk,nan
1971,"胸部整形失败,乳房假体老化,乳房假体破裂",operationstandard,"胸部修复,胸部失败修复"
1972,"胸部整形失败,乳房假体老化,乳房假体破裂",Population,"1、假体隆胸失败者，表现为包膜挛缩、位置不对称、假体破裂；
2、隆胸后胸部大小不一；
3、乳房假体老化，需更换者；
4、 自体脂肪隆胸失败者，奥美定隆胸者；
5、由于创伤或药物造成的乳房缺失或者是乳腺完全萎缩者。"
1973,"胸部整形失败,乳房假体老化,乳房假体破裂",preparation,1、进行手术前2周需避免使用类固醇激素及阿司匹林等抗血小板凝集药物，2、术前确定身体健康，进行术前常规检查，对局部进行测量分析。3、高血压、糖尿病的患者，应在初诊时告知医生，以便确认手术方案。4、手术需避开生理期、妊娠期，以及哺乳期。5、如果对麻醉药品有过敏情况，术前需和医生沟通。6、术前一周禁止吸烟，因为尼古丁不利于术后伤口的恢复。7、术前进行身体清洁，术前一天进行沐浴;8、如采用全麻或者复合麻醉，术前8个小时禁食禁水。
1974,"胸部整形失败,乳房假体老化,乳房假体破裂",price,20000-160000元
1975,"胸部整形失败,乳房假体老化,乳房假体破裂",recoveries,3-6个月
1976,"胸部整形失败,乳房假体老化,乳房假体破裂",recoverytips,nan
1977,"胸部整形失败,乳房假体老化,乳房假体破裂",shortdescription,隆胸修复术是通过手术方式对隆胸失败的乳房进行重塑再造，达到改变胸部形态及保证胸部健康的目的。目前常见的修复方法包括假体取出、奥美定取出、松解包膜挛缩三种。因隆胸修复手术操作有一定难度，对医生的技术要求较高，所以爱美者在决定手术前，需选择经验丰富的医生进行治疗。
1978,"胸部整形失败,乳房假体老化,乳房假体破裂",stitches,nan
1979,"胸部整形失败,乳房假体老化,乳房假体破裂",surgicalcomplications,nan
1980,"胸部整形失败,乳房假体老化,乳房假体破裂",surgicalmaterials,nan
1981,"胸部整形失败,乳房假体老化,乳房假体破裂",surgicalsite,nan
1982,"胸部整形失败,乳房假体老化,乳房假体破裂",swellingtime,nan
1983,"胸部整形失败,乳房假体老化,乳房假体破裂",taboocrowd,1、心、肺、肝、肾等重要脏器功能减退，患有高血压、糖尿病等慢性疾病者;2、生理期、妊娠期或哺乳期女性；3、乳房局部皮肤有感染病灶或疤痕体质者;4、乳房部位有炎症或手术切口附近存在炎症者；5、利多卡因过敏或麻醉药物代谢障碍人。
1984,"胸部整形失败,乳房假体老化,乳房假体破裂",technicalmean,nan
1985,"胸部整形失败,乳房假体老化,乳房假体破裂",therapeutics,nan
1986,"胸部整形失败,乳房假体老化,乳房假体破裂",treatmentway,nan
1987,"胸部整形失败,乳房假体老化,乳房假体破裂",painperception,轻度疼痛
1988,"胸部整形失败,乳房假体老化,乳房假体破裂",typeandcrowd,nan
1989,"胸部整形失败,乳房假体老化,乳房假体破裂",Keywords,胸部手术失败修复
1990,"胸部整形失败,乳房假体老化,乳房假体破裂",Features,通过手术对乳房进行修复重塑，从而改善乳房的形态和健康症状。
1991,"胸部整形失败,乳房假体老化,乳房假体破裂",DegreeLevel,3
1992,"胸部整形失败,乳房假体老化,乳房假体破裂",SafeLevel,3
1993,"胸部整形失败,乳房假体老化,乳房假体破裂",ComplexLevel,3
1994,"胸部整形失败,乳房假体老化,乳房假体破裂",TreatmentCycle,1次
1995,眼窝凹陷,aestheticstandard,nan
1996,眼窝凹陷,applypeople,nan
1997,眼窝凹陷,lengthofstay,nan
1998,眼窝凹陷,methods,nan
1999,眼窝凹陷,name,玻尿酸丰眼窝
2000,眼窝凹陷,Narcosis,表面麻醉
2001,眼窝凹陷,Notice,nan
2002,眼窝凹陷,operationadvantage,1、操作时间短，无需等待，可快速看到改善效果；2、玻尿酸会被人体代谢分解，不会存在残留，安全性高；3、注射创口不明显，只有小部分红肿，基本无恢复期，不影响工作和生活；4、痛感小，一般无需麻醉，或皮肤表面麻醉；5、效果可逆，不满意可用溶解酶溶解。
2003,眼窝凹陷,operationcourse,nan
2004,眼窝凹陷,operationdefect,需要定期注射维持效果，不能保证长久有效。
2005,眼窝凹陷,operationrisk,nan
2006,眼窝凹陷,operationstandard,"减龄,丰眼窝,眼部美化"
2007,眼窝凹陷,Population,眼窝凹陷明显，想要改善的人群
2008,眼窝凹陷,preparation,1、注射当天不要化妆，保持面部清洁；2、女性需避开生理期、妊娠期和哺乳期；3、近期需要禁用抗凝血药物，如阿司匹林一类药物；4、注射部位皮肤无感染病灶、无炎症（例如痤疮、皮疹等）
2009,眼窝凹陷,price,2000-15000元
2010,眼窝凹陷,recoveries,5-7天
2011,眼窝凹陷,recoverytips,nan
2012,眼窝凹陷,shortdescription,玻尿酸丰眼窝是通过注射的方式，将适量的玻尿酸填充到眼窝凹陷部位，使得深陷的上眼窝恢复饱满，眼部整体形态柔和，有效达到眼部年轻化的效果。
2013,眼窝凹陷,stitches,nan
2014,眼窝凹陷,surgicalcomplications,nan
2015,眼窝凹陷,surgicalmaterials,nan
2016,眼窝凹陷,surgicalsite,nan
2017,眼窝凹陷,swellingtime,nan
2018,眼窝凹陷,taboocrowd,1、未满18岁的爱美者；2、对玻尿酸成分过敏者；3、眼部存在炎症或感染性疾病者；4、女性处于妊娠期、哺乳期等。
2019,眼窝凹陷,technicalmean,nan
2020,眼窝凹陷,therapeutics,nan
2021,眼窝凹陷,treatmentway,nan
2022,眼窝凹陷,painperception,轻度疼痛
2023,眼窝凹陷,typeandcrowd,nan
2024,眼窝凹陷,Keywords,"玻尿酸填充眼窝,玻尿酸注射眼窝"
2025,眼窝凹陷,Features,可使凹陷的眼窝，恢复饱满，呈现年轻状态
2026,眼窝凹陷,DegreeLevel,4
2027,眼窝凹陷,SafeLevel,4
2028,眼窝凹陷,ComplexLevel,2
2029,眼窝凹陷,TreatmentCycle,6-12个月可再次注射
2030,颈纹,aestheticstandard,nan
2031,颈纹,applypeople,nan
2032,颈纹,lengthofstay,nan
2033,颈纹,methods,nan
2034,颈纹,name,玻尿酸去颈纹
2035,颈纹,Narcosis,表面麻醉
2036,颈纹,Notice,nan
2037,颈纹,operationadvantage,1、操作时间短，无需等待，可快速看到改善效果；2、玻尿酸会被人体代谢分解，不会存在残留，安全性高；3、注射创口不明显，只有小部分红肿，基本无恢复期，不影响工作和生活；4、痛感小，一般无需麻醉，或皮肤表面麻醉；5、效果可逆，不满意可用溶解酶溶解；6、可以对注射部位进行精细的调节，提升精致度。
2038,颈纹,operationcourse,nan
2039,颈纹,operationdefect,1、只能填充静态表情纹，不适合去除动态皱纹；2、需要定期注射维持效果，不能保证长久有效。
2040,颈纹,operationrisk,nan
2041,颈纹,operationstandard,"颈部年轻化,天鹅颈,颈部抗衰,去颈纹"
2042,颈纹,Population,颈部出现明显皱纹者，或颈部皮肤松弛者。
2043,颈纹,preparation,1、注射当天不要化妆，保持皮肤清洁；2、女性需避开生理期、妊娠期和哺乳期；3、近期需要禁用抗凝血药物，如阿司匹林一类药物；4、注射部位皮肤无感染病灶、无炎症（例如痤疮、皮疹等）
2044,颈纹,price,2000-15000元
2045,颈纹,recoveries,5-7天
2046,颈纹,recoverytips,nan
2047,颈纹,shortdescription,玻尿酸去颈纹是通过注射的方式，将玻尿酸注射到颈部皱纹明显的部位，从而达到改善颈部皮肤松弛、皱纹明显等情况。
2048,颈纹,stitches,nan
2049,颈纹,surgicalcomplications,nan
2050,颈纹,surgicalmaterials,nan
2051,颈纹,surgicalsite,nan
2052,颈纹,swellingtime,nan
2053,颈纹,taboocrowd,1、未满18岁的爱美者；2、对玻尿酸成分过敏者；3、颈部皮肤存在炎症或感染性疾病者；4、女性处于妊娠期、哺乳期等。
2054,颈纹,technicalmean,nan
2055,颈纹,therapeutics,nan
2056,颈纹,treatmentway,nan
2057,颈纹,painperception,轻度疼痛
2058,颈纹,typeandcrowd,nan
2059,颈纹,Keywords,玻尿酸填充颈纹
2060,颈纹,Features,以注射微创的方式缓解颈纹，实现有效皮肤抗衰。
2061,颈纹,DegreeLevel,5
2062,颈纹,SafeLevel,5
2063,颈纹,ComplexLevel,1
2064,颈纹,TreatmentCycle,6-12个月可再次注射
2065,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",aestheticstandard,nan
2066,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",applypeople,nan
2067,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",lengthofstay,nan
2068,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",methods,nan
2069,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",name,玻尿酸去静态纹
2070,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",Narcosis,nan
2071,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",Notice,nan
2072,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",operationadvantage,"1、操作时间短，无需等待，可快速看到改善效果；
2、玻尿酸会被人体代谢分解，不会存在残留，安全性高；
3、注射创口不明显，只有小部分红肿，基本无恢复期，不影响工作和生活；
4、痛感小，一般无需麻醉，或皮肤表面麻醉；
5、效果可逆，不满意可用溶解酶溶解；
6、可以对注射部位进行精细的调节，提升精致度。"
2073,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",operationcourse,nan
2074,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",operationdefect,"1、只能填充静态表情纹，不适合去除动态皱纹；
2、需要定期注射维持效果，不能保证长久有效。"
2075,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",operationrisk,nan
2076,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",operationstandard,"减龄,面部年轻化,抗衰,祛皱,抗初老,去抬头纹,去法令纹,去鱼尾纹,去颈纹"
2077,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",Population,"1、面部有深层或中层的皱褶纹路静态皱纹者，如眼周纹、鱼尾纹、泪沟等； 
2、抬头纹、法令纹、川字纹、颈纹等静态皱纹明显者。"
2078,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",preparation,"1、注射当天不要化妆，保持皮肤清洁；
2、女性需避开生理期、妊娠期和哺乳期；
3、近期需要禁用抗凝血药物，如阿司匹林一类药物；
4、注射部位皮肤无感染病灶、无炎症（例如痤疮、皮疹等）"
2079,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",price,2000-15000元
2080,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",recoveries,nan
2081,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",recoverytips,nan
2082,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",shortdescription,静态纹，是指面部、颈部不做任何表情时，也能看出皮肤存在明显的皱纹，常见的有抬头纹、鱼尾纹、法令纹、颈纹等。玻尿酸去静态纹是通过注射的方式将玻尿酸填充到面部皱纹褶皱处，增加皮肤凹陷处的容积来支撑起凹陷的组织，从而实现去除皮肤静态纹的目的。
2083,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",stitches,nan
2084,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",surgicalcomplications,nan
2085,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",surgicalmaterials,nan
2086,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",surgicalsite,nan
2087,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",swellingtime,nan
2088,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",taboocrowd,"1、未满18岁的爱美者；
2、对玻尿酸成分过敏者；
3、面部、颈部皮肤存在炎症或感染性疾病者；
4、女性处于妊娠期、哺乳期等。"
2089,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",technicalmean,nan
2090,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",therapeutics,nan
2091,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",treatmentway,nan
2092,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",painperception,轻度疼痛
2093,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",typeandcrowd,nan
2094,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",Keywords,玻尿酸填充静态纹
2095,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",Features,快速改善静态皱纹，实现皮肤年轻化
2096,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",DegreeLevel,0
2097,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",SafeLevel,0
2098,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",ComplexLevel,0
2099,"静态纹,抬头纹,法令纹,鱼尾纹,颈纹",TreatmentCycle,6-12个月可再次注射
2100,"手术修复,填充效果不满意",aestheticstandard,nan
2101,"手术修复,填充效果不满意",applypeople,nan
2102,"手术修复,填充效果不满意",lengthofstay,nan
2103,"手术修复,填充效果不满意",methods,nan
2104,"手术修复,填充效果不满意",name,溶解酶
2105,"手术修复,填充效果不满意",Narcosis,无/表面麻醉
2106,"手术修复,填充效果不满意",Notice,nan
2107,"手术修复,填充效果不满意",operationadvantage,可快速改善注射玻尿酸过量、效果不佳的情况。
2108,"手术修复,填充效果不满意",operationcourse,nan
2109,"手术修复,填充效果不满意",operationdefect,过量注射可导致局部水肿
2110,"手术修复,填充效果不满意",operationrisk,nan
2111,"手术修复,填充效果不满意",operationstandard,"脸型美化,失败修复"
2112,"手术修复,填充效果不满意",Population,"1、对注射玻尿酸后效果不满意者；
2、玻尿酸填充过度影响效果者；
3、想在玻尿酸注射区域，进行手术或其他填充物注射者。"
2113,"手术修复,填充效果不满意",preparation,1、注射溶解酶前有在同一部位注射肉毒素者，需调整时间注射，避免溶解酶刺激肉毒素成分扩散；2、注射当天不要化妆，保持面部清洁；3、注射部位周围无皮肤炎症、感染病灶等情况存在；4、使用前建议做皮试（ 尤其是有过敏病史的患者 ）。
2114,"手术修复,填充效果不满意",price,500-1000元
2115,"手术修复,填充效果不满意",recoveries,无
2116,"手术修复,填充效果不满意",recoverytips,nan
2117,"手术修复,填充效果不满意",shortdescription,溶解酶，也称为注射用玻璃酸酶，能将注射入人体内的玻尿酸溶解，常用语玻尿酸塑形修复中。
2118,"手术修复,填充效果不满意",stitches,nan
2119,"手术修复,填充效果不满意",surgicalcomplications,nan
2120,"手术修复,填充效果不满意",surgicalmaterials,nan
2121,"手术修复,填充效果不满意",surgicalsite,nan
2122,"手术修复,填充效果不满意",swellingtime,nan
2123,"手术修复,填充效果不满意",taboocrowd,1、皮试过敏者忌用，对蜂毒过敏者忌用，既往过敏体质者慎用；2、女性在生理期、妊娠期、哺乳期不可使用。
2124,"手术修复,填充效果不满意",technicalmean,nan
2125,"手术修复,填充效果不满意",therapeutics,nan
2126,"手术修复,填充效果不满意",treatmentway,nan
2127,"手术修复,填充效果不满意",painperception,轻度疼痛
2128,"手术修复,填充效果不满意",typeandcrowd,nan
2129,"手术修复,填充效果不满意",Keywords,玻尿酸溶解酶
2130,"手术修复,填充效果不满意",Features,能将注射到体内的玻尿酸快速溶解，拯救“不满意”
2131,"手术修复,填充效果不满意",DegreeLevel,5
2132,"手术修复,填充效果不满意",SafeLevel,4
2133,"手术修复,填充效果不满意",ComplexLevel,1
2134,"手术修复,填充效果不满意",TreatmentCycle,1次
2135,"眉间纹,川字纹",aestheticstandard,nan
2136,"眉间纹,川字纹",applypeople,nan
2137,"眉间纹,川字纹",lengthofstay,nan
2138,"眉间纹,川字纹",methods,nan
2139,"眉间纹,川字纹",name,肉毒素去川字纹
2140,"眉间纹,川字纹",Narcosis,nan
2141,"眉间纹,川字纹",Notice,nan
2142,"眉间纹,川字纹",operationadvantage,"1、使用微创注射，创口小，恢复后无明显痕迹；
2、注射后无明显排异反应、或严重过敏，与人体相容性好；
3、注射后效果稳定。"
2143,"眉间纹,川字纹",operationcourse,nan
2144,"眉间纹,川字纹",operationdefect,"1、仅适用于动态性皱纹者，但不适合皱纹严重者；
2、维持效果时间短暂，需要定期注射。"
2145,"眉间纹,川字纹",operationrisk,nan
2146,"眉间纹,川字纹",operationstandard,"减龄,面部年轻化,抗衰,祛皱,抗初老,去川字纹"
2147,"眉间纹,川字纹",Population,有明显眉间纹，或做皱眉时能看到明显的皮肤褶皱者。
